already_projected_amount,co_benefits,costs_and_benefits_private,costs_and_benefits_public,filename,funding,ghg_reduction_2020,ghg_reduction_2025,ghg_reduction_2030,ghg_reduction_2035,ghg_reduction_2040,ghg_reduction_2050,is_adaptation_policy,is_emissions_reduction_policy,policy_description,quantification_of_ghg_emissions_reductions,relative_cost,responsibility_or_implementation,responsibility_or_implementation_details,sector,supporting_activities,target_or_performance_metric,target_year,timeframe
,,,,CA_City_NationalCity_2011_files_part26.htm,,25 MTCO2e,,39 MTCO2e,,,,False,True,"B2.a.1 Implement programs and provide incentives to encourage reduced emis- sions from employee commute, including telecommuting, alternative work schedules, carpooling/vanpooling, and active transportation.",,,,,Transportation,,Reduction of 25 MTCO2e per year by 2020 and 39 MTCO2e per year by 2030.,2030,
,,,,CA_County_SanDiego_2018_files_part134.htm,,,,,,,,False,True,"Continue the online solar PV permitting, County innovation initiatives, and the Solar and EV Ready Ordinance",,Low,,PDS,,,,,2020-2030
,,,,CA_County_SanDiego_2018_files_part134.htm,,,,,,,,False,True,Collaborate with regional partners to provide outreach and education to property owners on renewable energy systems financing programs,,,,,,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part134.htm,,,,,,,,False,True,Implement the Comprehensive Renewable Energy Plan (CREP) Phase One Report,,,,,,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part134.htm,,,,,,,,False,True,Collaborate with San Diego Gas & Electric and PV developers to increase battery storage capacity in the unincorporated county to maximize use of on-site solar,,,,,,,,,Ongoing
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Fully anticipate, plan for, and mitigate the risks of climate change and seize the opportunities associated with the social and environmental change.",,,,,,,,2023,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Annually monitor climate change research and best practices to improve the understanding of local climate change, weather-related emergencies and climate hazards, and to support climate change preparation efforts in local, state, and federal partners.",,,,,,,,2020,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,Adopt established methods for projecting the lifecycle carbon emissions of land use and transportation investments and begin to prioritize projects that have the greatest potential to sustain future changes and changing weather- related emergencies and climate hazards.,,,,,,,,2023,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Assess climate impacts in the 2023 MJHMP update, incorporate social equity and environmental justice concepts to the extent practicable, and develop system wide approach to prepare for and respond to changing weather-related emergencies and climate hazard events.",,,,,,,,2023,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Complete planning and establish priorities for plantings, materials, and infrastructure specifications that will be resilient to climate change hazards and be cost-effective over the lifetime of the asset in infrastructure design.",,,,,,,,2024,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,Update the “2020 Escondido Climate Adaptation Study”.,,,,,,,,2025,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,Designate point of contact(s) to establish and maintain staff ability and capacity to ensure effective implementation and equitable outcomes of climate action efforts. Initiate interdepartmental education and planning with City staff to motivate and seek opportunities for creative partnerships to jumpstart priority actions.,,,,,,,,2020,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Identify and create collaborative partnerships with community-based organizations including vulnerable populations to broaden and diversify community engagement, and to support community-based initiatives that align with climate action planning priorities.",,,,,,,,2022,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,Partner with interested organizations to develop a climate change adaptation public outreach and education program. Engage typically underrepresented vulnerable populations by creating neighborhood climate ambassador liaisons (“Climate Ambassadors”).,,,,,,,,2023,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Provide quality information and/or “how-to” resources for local climate adaptation using interactive approaches that may include competition, feedback, and recognition.",,,,,,,,2025,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Minimize health issues and disparities caused by weather-related emergencies and climate hazard events (such as extreme heat days), especially for populations most vulnerable to these impacts, by improving the preparation for and response from health, community service, public safety, and emergency staff, resources, and/or services.",,,,,,,,2026,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Work with SANDAG and NCTD to make the regional transportation network more resilient, incorporate consideration of climate impacts as part of infrastructure planning and development, and prioritize transportation investments that have the capacity to adapt to climate change, while promoting social equity and environmental justice.",,,,,,,,2020,
,,,,CA_City_Escondido_2021_files_part87.htm,,,,,,,,True,False,"Work with law enforcement, CAL FIRE, City of San Marcos, County of San Diego, City of Vista, and City of Poway to ensure updates for wildfire hazard maps and reduce risk from high fire hazard areas.",,,,,,,,2022,
,Air Quality,,,CA_County_SanDiego_2018_files_part48.htm,,,,,,,,False,True,Air Quality,,,,,,,,,
,Public Health,,,CA_County_SanDiego_2018_files_part48.htm,,,,,,,,True,True,Public Health,,,,,,,,,
,Community Health,,,CA_County_SanDiego_2018_files_part48.htm,,,,,,,,True,False,Community Health,,,,,,,,,
,Improved Mobility,,,CA_County_SanDiego_2018_files_part48.htm,,,,,,,,True,True,Improved Mobility,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part34.htm,,,,,,,,False,True,Energy Savings,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part34.htm,,,,,,,,False,True,Carbon Sequestration,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part34.htm,,,,,,,,False,True,Expand the eligibility criteria for the PACE Program,,Low,PDS,,,,,2020,2020
,,,,CA_County_SanDiego_2018_files_part34.htm,,,,,,,,True,False,Acquire 443 acres of agricultural easements,,Medium,PDS & DGS,,,,,2020,2020
,,,,CA_County_SanDiego_2018_files_part34.htm,,,,,,,,True,False,Acquire 443 acres of agricultural easements per year,,Medium,PDS & DGS,,,,,2021-2030,2021-2030
,,,,CA_County_SanDiego_2018_files_part101.htm,,,,,,,,False,True,This measure provides the County with an adaptive management tool to reduce GHG emissions and meet the established 2030 target.,,,,"Progress toward the 2030 target will be monitored over time, and through future CAP updates the level of local direct investments can be adjusted as needed to achieve the 2030 target reductions.",,,2030 target,,
,,,,CA_County_SanDiego_2018_files_part101.htm,,,,,,,,False,True,The County will collaborate with the San Diego County Air Pollution Control District (SDAPCD) to develop and implement a local direct investment program.,,,,"Establishing an independent registry or joining an existing registry, such as the California Air Pollution Control Officers Association (CAPCOA) Greenhouse Gas Reduction Exchange (GHG Rx), using protocols approved by the California Air Resources Board (CARB).",,,,,
,,,,CA_County_SanDiego_2018_files_part101.htm,,,,,,,,False,True,The County will fund/implement and register the direct investment projects with the GHG registry.,,,,"SDAPCD, or a third-party verifier, will verify emissions reductions from the County’s direct investment projects in accordance with governing protocols established for offset projects.",,,,,
,,,,CA_County_SanDiego_2018_files_part101.htm,,,,,,,,False,True,"By directly investing in projects within the County that will reduce emissions, the County would achieve GHG reductions and provide local co-benefits.",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part33.htm,,,,,,,,True,True,• Air Quality,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part33.htm,,,,,,,,True,True,• Biological Resources,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part33.htm,,,,,,,,True,True,• Job Generation,,,,,,,,,
,,,,CA_City_Santee_2020_files_part76.htm,,"48,450 kWh",,,19 MT CO2e,,,False,True,PROCUREMENT POLICY FOR ENERGY-EFFICIENT EQUIPMENT,,,,,Energy,,GHG Reduction Potential (2030),,
,,,,CA_City_Santee_2020_files_part76.htm,,,,,10 MT CO2e,,,False,True,INSTALL COOL ROOFS,,,,,Building,,GHG Reduction Potential (2030),,
,,,,CA_City_Santee_2020_files_part76.htm,,"33,734 kWh",,,12 MT CO2e,,,False,True,RETROFIT HVAC AND WATER PUMPING EQUIPMENT,,,,,Building,,GHG Reduction Potential (2030),,
,,,,CA_City_Santee_2020_files_part76.htm,,"600,000 kWh",,,421 MT CO2e,,,False,True,TRAFFIC SIGNAL AND OUTDOOR LIGHTING RETROFITS,,,,,Infrastructure,,GHG Reduction Potential (2030),,
,,,,CA_City_Santee_2020_files_part76.htm,,"16,544 miles",,,14 MT CO2e,,,False,True,ENCOURAGE OR INCENTIVIZE EMPLOYEE CARPOOLS,,,,,Transportation,,GHG Reduction Potential (2030),,
,,,,CA_City_Santee_2020_files_part76.htm,,"13,188 miles",,,11 MT CO2e,,,False,True,ENCOURAGE OR INCENTIVIZE PURCHASE OF HYBRID OR ELECTRIC VEHICLES,,,,,Transportation,,GHG Reduction Potential (2030),,
,,,,CA_City_Santee_2020_files_part76.htm,,"19,268 miles",,,16 MT CO2e,,,False,True,REPLACE OR SUPPLEMENT VEHICLE FLEET WITH HYBRID/ELECTRIC VEHICLES,,,,,Transportation,,GHG Reduction Potential (2030),,
,,,,CA_City_Santee_2020_files_part76.htm,,,,,Calculated with M-3.2,,,False,True,INSTALL E-VEHICLE CHARGERS,,,,,Transportation,,GHG Reduction Potential (2035),,
,,,,CA_City_Santee_2020_files_part76.htm,,,,,558 MT CO2e,,,False,True,ONGOING ACTIONS AND PROJECTED REDUCTIONS,,,,,Energy,,GHG Reduction Potential (2035),,
,,,,CA_County_SanDiego_2018_files_part211.htm,,,,,,,,False,True,"Plant 3,500 trees annually",,Medium,,DPR,,,,,2017-2030
,,,,CA_County_SanDiego_2018_files_part211.htm,,,,,,,,False,True,Implement Tree Planting Program,,Low,,DPR & PDS,,,,,2020
,,,,CA_County_SanDiego_2018_files_part211.htm,,,,,,,,False,True,Conduct a Tree Canopy Assessment,,Low,,DPR & PDS,,,,,2025
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Increasing the recovery of recyclable materials will directly reduce GHG emissions.,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,The City is aiming to exceed state requirements with CAP goals for waste diversion of 80 percent diversion by 2020 and 95 percent by 2035.,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Achieving a landfill gas capture rate of 75 percent by 2020 and 80 percent by 2035.,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Adopt a policy that requires all City-sponsored events (and City-funded non-profit events) to be zero waste (e.g. use recyclable and compostable materials and provide corresponding waste receptacles).,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Adopt a policy that requires a minimum of 75 percent of construction and demolition (C&D) waste be recycled or re-used.,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Develop an Organics Diversion Program to eliminate organic waste from landfills (AB 1826 requires businesses to arrange for organics diversion and will be phased in from 2016 to 2020).,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Start and implement a pilot education program on organics recycling.,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Develop a food recycling plan for restaurants in Del Mar and collaborate with other municipalities to develop a regional plan.,,,,,Waste,,,,
,,,,CA_City_DelMar_2016_files_part74.htm,,,,,,,,False,True,Advocate to the agencies that own and operate the landfills serving Del Mar to encourage increased methane capture at the landfills.,,,,,Waste,,,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,,,,,False,True,Legislative reductions from State energy efficiency and renewable energy programs will contribute to reducing emissions by increasing the amount of utility supplied renewable energy and improving energy efficiency of new buildings.,,,,,Energy,,Increase the amount of renewable energy and improve energy efficiency of buildings.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,,,,,False,True,Improving energy efficiency of existing buildings and improving energy efficiency of new developments beyond State requirements.,,,,,Energy,,Improve energy efficiency of existing and new developments.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,,,,,False,True,Increasing the amount of renewable energy generated locally while reducing the amount of non-renewable energy consumed.,,,,,Energy,,Increase locally generated renewable energy.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,"1,000 MTCO2e","1,000 MTCO2e",,,False,True,Reduce emissions by reducing energy consumed by residential and business consumers and in municipal facilities through increased energy efficiency in existing homes and businesses and new projects.,,,,,Energy,,Reduce energy consumption through increased energy efficiency.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,629,822,,,False,True,Measure E-4.1: Require New Residential Developments to Install Alternatively-Fueled Water Heaters.,,,,,Energy,,Require installation of electric heat pump water heaters in new developments.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,143,172,,,False,True,Measure E-4.2: Require New Multi-Family Residential Developments to Install Electric Cooking Appliances.,,,,,Energy,,Install electric cooking appliances in new residential units by ordinance.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,3,3,,,False,True,Measure E-4.3: Reduce Electricity Use in Streetlights.,,,,,Energy,,Retrofit HPS streetlights with LEDs.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,160,263,,,False,True,Measure E-4.4: Require Non-Residential Alterations and Additions to Install Alternative-Fuel Water Heaters.,,,,,Energy,,Install electric heat pump water heaters for non-residential alterations.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,"45,000 MTCO2e","34,000 MTCO2e",,,False,True,Strategy 5: Increase Renewable and Zero-Carbon Energy,,,,,Energy,,Increase renewable energy and transition to zero-carbon sources.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,292,745,,,False,True,Measure E-5.1: Increase Renewable Energy Generated at Municipal Facilities,,,,,Energy,,Install PV systems at municipal facilities and parking lots.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,"1,618","2,668",,,False,True,Measure E-5.2: Require New Commercial Developments to Achieve Zero Net Energy.,,,,,Energy,,Achieve zero net energy in new commercial developments.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,"42,134","29,486",,,False,True,Measure E-5.3: Increase Grid-Supply Renewable and/or Zero-Carbon Electricity.,,,,,Energy,,Achieve 100% renewable and zero-carbon electricity supply.,,
,,,,CA_City_Escondido_2021_files_part51.htm,,,,947,965,,,False,True,Measure E-5.4: Increase Renewable Electricity Generated at School Sites.,,,,,Energy,,Support installation of PV systems at school sites.,,
,,,,CA_County_SanDiego_2018_files_part108.htm,,,,,,,,False,True,will require all new and replacement water heaters to transition away from tank-based natural gas systems,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part108.htm,,,,,,,,False,True,"The County will develop a program for existing homeowners meeting certain income criteria to reduce the cost to replace natural gas tank‐based water heaters with solar, electric, or tankless gas",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part108.htm,,,,,,,,False,True,Conversion away from natural gas‐fueled water heaters also allows for additional opportunities to reduce emissions with renewable electricity generation,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part90.htm,,,,,,,,False,True,Air Quality,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part90.htm,,,,,,,,True,False,Public Health,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part90.htm,,,,,,,,True,False,Community Health,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part90.htm,,,,,,,,False,True,Cost Savings,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part41.htm,,,,,,,,False,True,Job Generation,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part41.htm,,,,,,,,True,False,Improved Mobility,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part174.htm,,,,,,,,True,False,"Capture, store, and re-use rainwater in existing and new developments by installing 1,200 rain barrels by 2020 and an additional 2,000 rain barrels by 2030",,,,,water management,,"install 1,200 rain barrels by 2020 and an additional 2,000 rain barrels by 2030",2030,
,,,,CA_County_SanDiego_2018_files_part97.htm,,,,,,,,True,False,Air Quality,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part97.htm,,,,,,,,True,False,Public Health,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part97.htm,,,,,,,,True,False,Cost Savings,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part97.htm,,,,,,,,True,False,Community Health,,,,,,,,,
,Energy Efficiency Education; Reduced Energy Demand,,,CA_City_SolanaBeach_2017_files_part62.htm,,,,,,,,False,True,"Educate the public to become more energy efficient, reduce demand, and optimize time-of-use",,,,,Energy,,,,
,,,,CA_City_SolanaBeach_2017_files_part62.htm,,,,,,,,True,False,Encourage improved building envelopes by adding insulation and placing trees to provide shade,,,,,Urban Development,,,,
,,,,CA_City_SolanaBeach_2017_files_part62.htm,,,,,,,,True,False,"Explore opportunities to reduce urban heat island effect through cool roadway technology (e.g. light reflecting pavement), planting shade trees in parking lots, and creating additional green spaces",,,,,Urban Development,,,,
,,,,CA_City_SolanaBeach_2017_files_part62.htm,,,,,,,,True,True,"Promote design of buildings, public areas, and infrastructure to reduce reliance on mechanical cooling and energy use (e.g., cool roofs)",,,,,Urban Development,,,,
,Increased Renewable Energy,,,CA_City_SolanaBeach_2017_files_part62.htm,,,,,,,,False,True,Encourage and incentivize solar-based or other renewable energy sources to supplement the grid and reduce peak demand,,,,,Energy,,,,
,Increased Resiliency,,,CA_City_SolanaBeach_2017_files_part62.htm,,,,,,,,True,False,Encourage renewable energy battery storage to mitigate for electricity supply and demand variability,,,,,Energy,,,,
,,,,CA_City_DelMar_2016_files_part113.htm,,,,,,,,True,False,Monitor the health of coastal wetlands/river habitats that filter polluted runoff.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part113.htm,,,,,,,,True,False,Participate in the development of an interconnected network of nature preserves across a variety of landscapes.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part113.htm,,,,,,,,True,False,"Protect, preserve, and restore native habitats.",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part113.htm,,,,,,,,True,False,Encourage the use of native landscaping.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part113.htm,,,,,,,,True,False,Monitor/control invasive species.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part113.htm,,,,,,,,True,False,Acquire or protect open space areas.,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part162.htm,,,,,,,,True,False,State Model Water Efficient Landscape Ordinance (MWELO),,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Prepare for Increase in Temperatures and Extreme Heat,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Prepare for Changes in Precipitation Patterns and Water Supply,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Prepare for Increased Wildfire Risk,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Prepare for Increase Flood Risk,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Prepare for Sea-Level Rise,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,True,"Incorporate green infrastructure strategies into new and existing infrastructure to mitigate the effects of the UHIE by reducing the area of heat-absorbing paved surfaces and increasing landscaped area with planted vegetation, including shade trees. Examples of green infrastructure include street trees, climate-appropriate landscaping, green and cool roofs, and heat-reflective surfaces and materials. These actions will decrease instances of heat-related illness, improve air quality, and lower energy costs associated with indoor cooling.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,True,"Promote the use of solar carports on new and existing surface parking lots to mitigate heat absorption and increase shaded areas for the City’s population. Implementation priority will be given to City-owned parking lots to serve as example solar carports. Solar carports would additionally provide GHG-reducing co-benefits by increasing distributed solar generation and, if electric vehicle charging stations are added, improving charging accessibility.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,True,"Promote the use of passive cooling design (e.g. appropriate building orientation, shade trees, window shading, cool roofs) and use the California Building Standards Code (CalGreen) voluntary measures for residential and nonresidential buildings to improve energy efficiency. Other energy efficiency measures (e.g. air sealing improvements, whole house fans, energy efficient air-conditioning units) should be encouraged in new development within the City to reduce demand for air conditioning and help reduce energy costs .",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Conduct outreach to educate City residents on the health risks associated with extreme heat events and strategies to prepare for these events. Alongside general outreach, particular focus should be given to educating populations vulnerable to extreme heat including children and the elderly.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Coordinate with relevant agencies including, but not limited to, the San Diego County Office of Emergency Services, San Diego Unified Disaster Council, and San Diego Fire Department to better plan and prepare for extreme heat events and the increased demand for emergency services associated with these events. Coordinated efforts should include improving Heat-Health Alert Warning Systems, identifying key vulnerable populations within the City in preparation for heat related events, and coordinating with local health care institutions (e.g. Scripps Memorial Hospital) to increase extreme heat preparedness and resiliency.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Work with local and regional employers to ensure worker protection measures are in place for extreme heat events. Measures may include assurance of adequate water, shade, rest breaks, and training on heat risks for all employees working in the City.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Work with local businesses and institutions to provide a network of “Cool Zone” areas (i.e., cooling centers) for vulnerable residents to rest in air-conditioned environments during high temperature periods and heat wave events. Cooling centers can include locations like the Encinitas Library and the Encinitas Community and Senior Center. Work with the local school districts to ensure every school has air conditioning.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Participate in beach nourishment projects that maintain local wide sandy beaches. Encinitas beaches are considered regional “Cool Zones.” By maintaining the beach width, the City will be able to handle larger numbers of coastal visitors, when needed, keeping the public a safe distance from the bluffs.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,True,"Coordinate with local and regional partners (SDWD, OMWD, SDCWA) to support and improve water conservation efforts and programs for City residents. Coordinate with these agencies to provide educational outreach to residents on how best to conserve water and reduce water demand.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Expand and/or improve the recycled water efforts currently in place at the San Elijo Water Reclamation Facility along with corresponding water conservation efforts to ensure that, when economically viable, all current and future city landscaping can source the majority of landscaping water needs from recycled sources.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Work with relevant water agencies, including SDCWA, OMWD, and SDWD, to evaluate current and future water supply systems and vulnerabilities and how water resources may be impacted by climate change.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,True,"Continue marketing and outreach program to promote participation in existing water conservation rebate and incentive programs in the region. Current programs for southern California include Water Smart San Diego (SDCWA), SoCal WaterSmart (Metropolitan Water District), and SDWD’s free sprinkler nozzle program.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Expand upon the City’s existing Water Efficient Landscape Regulation to promote the use of climate appropriate landscaping (e.g., xeriscaping) to reduce demand for potable water resources among City residents. Promote current funding available through the Save Our Water Turf Replacement Rebate Program sponsored by DWR.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Coordinate with relevant agencies including OES, the California Department of Forestry and Fire Protection (CAL FIRE), and the Encinitas Fire Department to map and identify current and future land uses, neighborhoods, and infrastructure that are at a high risk of experiencing wildfire impacts.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Continue to update the MHMP every five years as required by the state to comprehensively plan for current and future wildfire risks within the City and work to implement all strategies in the City’s current MHMP.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Update the Safety Element of the City’s General Plan consistent with the Office of Planning and Research (OPR) General Plan Guidelines, which requires adopted safety elements to consider climate change and climate adaptation strategies pursuant to SB 379.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Work with relevant State agencies, including OES and CAL FIRE, to improve coordination for emergency services related wildfire and related events in the City. Consider the development of a Community Wildfire Protection Plan to increase community resilience too wildfire events.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Consider new development standards for City residents and businesses within the UWI, such as incorporating defensible space practices into landscape requirements for neighborhoods at increased risk of wildfire. Residential areas that should be considered for new standards include neighborhoods surrounding Lux Canyon, Saxony Canyon, the Manchester Preserve, and Escondido Creek.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Conduct a comprehensive assessment of all stormwater and wastewater infrastructure in the City and analyze how this infrastructure may be affected or compromised by increased risk of flooding events.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Coordinate with relevant agencies such as OES and the Encinitas Public Works Department to map and identify all critical facilities and infrastructure that may be compromised by increased flood risk. The City should plan accordingly for upgrades, relocation of facilities and infrastructure or identify beach nourishment projects to better prepare for increased risk of flooding events.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Coordinate with relevant agencies such as FEMA, OES and the Encinitas Fire Department to better plan and prepare emergency services required for flooding events including evacuation services, flood management services and recovery services.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Continue local and regional ecosystem restoration efforts that will result in increased climate resiliency for flooding events within the City.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Support and monitor ongoing analysis of sea-level rise data relevant to the City’s planning efforts. Continue to incorporate the most up-to-date information on sea-level rise into relevant planning documents including the Safety Element of the City’s General Plan.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Develop a Coastal Resiliency Mitigation Report to coordinate FEMA, tsunami mapping and the CoSMoS predictions for sea level rise. Utilize maps and FEMA Hazus software to estimate potential losses from tsunamis or sea level rise to map and display hazard data and the results of damage and economic loss estimates for building and infrastructure. By estimating losses, it provides a basis for developing mitigation plans and policies, emergency preparedness and response and recovery planning. Additionally, provide assistance to residents currently at risk of coastal erosions in preparing for future impacts.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Develop a comprehensive outreach strategy to receive stakeholder input and educate residents about sea-level rise and how the community can best prepare for these impacts.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Continue to implement current efforts focused on beach nourishment, coastal bluff improvements and wetland restoration, prioritizing projects that will mitigate the impacts sea-level rise including coastal erosion and saltwater inundation.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Coordinate with relevant agencies including FEMA, and OES to prepare and plan for the impacts of coastal erosion, sea-level rise, and coastal storm surge, continuously updating and utilizing the most relevant strategies and guidance provided by relevant agencies and institutions.",,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Continue to map critical infrastructure in the City that may be impacted by sea-level rise and work with City’s Public Works Department to plan accordingly.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Work with local community organizations to develop a climate change education outreach program focused on residents.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,Work with local businesses and business organizations to develop a climate change education outreach program focused on local businesses and the economy.,,,,,,,,,
,,,,CA_City_Encinitas_2020_files_part62.htm,,,,,,,,True,False,"Work with local schools, school districts and other educational organizations to develop a climate change education outreach program focused on children and future generations.",,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part86.htm,,,,,,,,False,True,"Reduce the County fleet’s GHG emissions levels, including on-road and non-construction off-road vehicles, by 10% by 2020 and 20% by 2030",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part105.htm,,,,,,,,True,True,Manage/restore natural areas which can help improve air/water quality.,,,,,Environmental Management,,,,
,,,,CA_City_DelMar_2016_files_part105.htm,,,,,,,,True,False,Advocate nearby hospitals and emergency service providers to monitor and ensure sufficient resources are available.,,,,,Healthcare,,,,
,,,,CA_City_DelMar_2016_files_part105.htm,,,,,,,,True,False,Assist in facilitating access to cooling centers and pools for the public,,,,,Public Health,,,,
